type,name,label::English (en),hint::English (en),required,appearance,constraint_message,relevant,constraint,body::accept,guidance_hint
text,NeYear_pop20,In what year was the data used to estimate Ne collected for population 20?,"Please state the year when the sampling was done, not when it was published.",true,,,${Ne_pop20} != -999 and ${Ne_pop20} != '',,,
select_one dp0ro30,GeneticMarkers_pop20,What genetic markers were used to estimate Ne for THIS population?,,true,,,${Ne_pop20} != -999 and ${Ne_pop20} != '',,,
text,GeneticMarkersOther_pop20,"If 'Other', please explain.",,false,,,${GeneticMarkers_pop20} = 'other',,,
select_one ry7lu40,MethodNe_pop20,What method was used in calculating Ne for THIS population?,,true,,,${Ne_pop20} != -999 and ${Ne_pop20} != '',,,
text,SourceNe_pop20,Please list all relevant sources reporting on effective population size for THIS population,Please separate each source using a semicolon (;).,true,multiline,,${Ne_pop20} != -999 and ${Ne_pop20} != '',,,
select_one tw2mv60,transboundary_pop20,Is THIS population part of a transboundary population?,"Transboundary refers to its existence in one or more countries, moving across oceans, being migratory, etc.",false,,,${n_extant_populations} >= 20 and ${nc_pops_exists} = 'yes',,,
integer,percent_pop20,What percentage of THIS population is in South Africa?,Please record a number between 0-100 (use whole numbers). Enter -999 if the percentage is unknown and cannot be estimated.,false,,,${transboundary_pop20} = 'yes_transboundary',,,
select_one wt5id91,whole_or_part_pop20,"Is the census size estimated for the population as a whole (i.e., across all transboundary countries) or only for the portion within South Africa?",,false,,,${transboundary_pop20} = 'yes_transboundary',,,
select_one uz6tk65,NcType_pop20,"If there is a census population size (Nc) available, is this a range or point estimate?",,true,,,${nc_pops_exists} = 'yes',,,
text,NcYear_pop20,In what year was the Nc estimated for population 20?,"Please state the year when the sampling was done, not when it was published",false,,,${NcType_pop20} != 'unknown',,,
select_one ed5dt93,NcMethod_pop20,How was Nc calculated in THIS population?,,true,,,${nc_pops_exists} = 'yes' and ${NcType_pop20} != 'unknown',,,
select_one gn04r19,NcRange_pop20,Whats the range of the Nc for population 20?,,true,,,${NcType_pop20} = 'Nc_range',,,
text,NcRangeDetails_pop20,If a more detailed range is available please enter it here.,,false,,,${NcRange_pop20} != '' or ${NcType_pop20} = 'Nc_range',,,
integer,NcPoint_pop20,"If known, what is the census population size (Nc) for population 20? (POINT ESTIMATE)",If you have a confidence interval include it in next questions.,true,,"the Nc can't be negative, and only -999 is accepted if the Nc is not avilable (NA)",${NcType_pop20} = 'Nc_point',. = -999 or . > 0,,
decimal,NcLower_pop20,"If available, which is the LOWER limit of the Nc confidence interval for population 20?","This should be the lower value of the 95% Confidence Interval. If that is unavailable, leave this question blank and please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the lower Nc limit can't be negative and has to be lower than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop20} != '',(. = -999 or . > 0) and . < ${NcPoint_pop20},,
decimal,NcUpper_pop20,"If available, which is the UPPER limit of the Nc confidence interval for population 20?","This should be the upper value of the 95% Confidence Interval. If that is unavailable, please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the upper Nc limit can't be negative and has to be larger than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop20} != '',(. = -999 or. > 0) and (. = -999 or . > ${NcPoint_pop20}),,
text,SourceNc_pop20,"Please list all relevant sources of census size information (literature reference, website link, expert consultation) for THIS population",Please separate sources using a semicolon (;),true,multiline,,${nc_pops_exists} = 'yes' and ${NcType_pop20} != 'unknown',,,
text,Comments_pop20,Any additional comments or notes regarding the information that has been provided or why it could not be for population 20?,,false,,,${n_extant_populations} >= 20,,,
end_group,,,,,,,,,,
begin_group,pop21,Population 21,,false,,,(${kobo_tabular} = 'kobo' and ${kobo_tabular} != 'tabular') or ${kobo_tabular} = '' and ${n_extant_populations} >= 21,,,
text,Name_pop21,Population 21 name,"If a name has not been assigned to this population in literature, please provide your own unique name here.",true,,,${n_extant_populations} >= 21,,,
select_one vw6md17,Origin_pop21,What is the origin of population 21?,"You can provide details in the comments section for this population, if needed.",false,,,${n_extant_populations} >= 21,,,
text,IntroductionYear_pop21,"When was the population introduced, translocated, re-introduced or re-inforced?",,false,,,${Origin_pop21} = 'introduced' or ${Origin_pop21} = 'reintroduced' or ${Origin_pop21} = 'supplemented',,,
decimal,Ne_pop21,What is the effective population size (Ne) for population 21? (POINT ESTIMATE),"If you have a confidence interval include it in next questions. If Ne is not known for this population, type -999",true,,"the Ne can't be negative, and only -999 is accepted if the Ne is not avilable (NA)",${ne_pops_exists} = 'ne_available',. = -999 or . > 0,,
decimal,NeLower_pop21,"If available, which is the lower limit of the Ne confidence interval for population 21?","If not available, type -999",false,,Ne lower bound can't be negative and has to be lower than Ne. Only -999 is accepted if this value is unknown (NA),${Ne_pop21} != -999 and ${Ne_pop21} != '',(. = -999  or . > 0) and . <= ${Ne_pop21},,
decimal,NeUpper_pop21,"If available, which is the upper limit of the Ne confidence interval for population 21?","If not available, type -999. If infinite, type 999 999 999",false,,Ne upper bound can't be negative and has to be larger than Ne. Only -999 is accepted if this value is unknown (NA),${Ne_pop21} != -999 and ${Ne_pop21} != '',(. = -999 or . > 0) and (. = -999 or . >= ${Ne_pop21} ),,"If the Ne estimate is infinity please use ""999,999,999"" (make sure you use 9 times the number 9)."
text,NeYear_pop21,In what year was the data used to estimate Ne collected for population 21?,"Please state the year when the sampling was done, not when it was published.",true,,,${Ne_pop21} != -999 and ${Ne_pop21} != '',,,
select_one dp0ro30,GeneticMarkers_pop21,What genetic markers were used to estimate Ne for THIS population?,,true,,,${Ne_pop21} != -999 and ${Ne_pop21} != '',,,
text,GeneticMarkersOther_pop21,"If 'Other', please explain.",,false,,,${GeneticMarkers_pop21} = 'other',,,
select_one ry7lu40,MethodNe_pop21,What method was used in calculating Ne for THIS population?,,true,,,${Ne_pop21} != -999 and ${Ne_pop21} != '',,,
text,SourceNe_pop21,Please list all relevant sources reporting on effective population size for THIS population,Please separate each source using a semicolon (;).,true,multiline,,${Ne_pop21} != -999 and ${Ne_pop21} != '',,,
select_one tw2mv60,transboundary_pop21,Is THIS population part of a transboundary population?,"Transboundary refers to its existence in one or more countries, moving across oceans, being migratory, etc.",false,,,${n_extant_populations} >= 21 and ${nc_pops_exists} = 'yes',,,
integer,percent_pop21,What percentage of THIS population is in South Africa?,Please record a number between 0-100 (use whole numbers). Enter -999 if the percentage is unknown and cannot be estimated.,false,,,${transboundary_pop21} = 'yes_transboundary',,,
select_one wt5id91,whole_or_part_pop21,"Is the census size estimated for the population as a whole (i.e., across all transboundary countries) or only for the portion within South Africa?",,false,,,${transboundary_pop21} = 'yes_transboundary',,,
select_one uz6tk65,NcType_pop21,"If there is a census population size (Nc) available, is this a range or point estimate?",,true,,,${nc_pops_exists} = 'yes',,,
text,NcYear_pop21,In what year was the Nc estimated for population 21?,"Please state the year when the sampling was done, not when it was published",false,,,${NcType_pop21} != 'unknown',,,
select_one ed5dt93,NcMethod_pop21,How was Nc calculated in THIS population?,,true,,,${nc_pops_exists} = 'yes' and ${NcType_pop21} != 'unknown',,,
select_one gn04r19,NcRange_pop21,Whats the range of the Nc for population 21?,,true,,,${NcType_pop21} = 'Nc_range',,,
text,NcRangeDetails_pop21,If a more detailed range is available please enter it here.,,false,,,${NcRange_pop21} != '' or ${NcType_pop21} = 'Nc_range',,,
integer,NcPoint_pop21,"If known, what is the census population size (Nc) for population 21? (POINT ESTIMATE)",If you have a confidence interval include it in next questions.,true,,"the Nc can't be negative, and only -999 is accepted if the Nc is not avilable (NA)",${NcType_pop21} = 'Nc_point',. = -999 or . > 0,,
decimal,NcLower_pop21,"If available, which is the LOWER limit of the Nc confidence interval for population 21?","This should be the lower value of the 95% Confidence Interval. If that is unavailable, leave this question blank and please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the lower Nc limit can't be negative and has to be lower than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop21} != '',(. = -999 or . > 0) and . < ${NcPoint_pop21},,
decimal,NcUpper_pop21,"If available, which is the UPPER limit of the Nc confidence interval for population 21?","This should be the upper value of the 95% Confidence Interval. If that is unavailable, please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the upper Nc limit can't be negative and has to be larger than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop21} != '',(. = -999 or. > 0) and (. = -999 or . > ${NcPoint_pop21}),,
text,SourceNc_pop21,"Please list all relevant sources of census size information (literature reference, website link, expert consultation) for THIS population",Please separate sources using a semicolon (;),true,multiline,,${nc_pops_exists} = 'yes' and ${NcType_pop21} != 'unknown',,,
text,Comments_pop21,Any additional comments or notes regarding the information that has been provided or why it could not be for population 21?,,false,,,${n_extant_populations} >= 21,,,
end_group,,,,,,,,,,
begin_group,pop22,Population 22,,false,,,(${kobo_tabular} = 'kobo' and ${kobo_tabular} != 'tabular') or ${kobo_tabular} = '' and ${n_extant_populations} >= 22,,,
text,Name_pop22,Population 22 name,"If a name has not been assigned to this population in literature, please provide your own unique name here.",true,,,${n_extant_populations} >= 22,,,
select_one vw6md17,Origin_pop22,What is the origin of population 22?,"You can provide details in the comments section for this population, if needed.",false,,,${n_extant_populations} >= 22,,,
text,IntroductionYear_pop22,"When was the population introduced, translocated, re-introduced or re-inforced?",,false,,,${Origin_pop22} = 'introduced' or ${Origin_pop22} = 'reintroduced' or ${Origin_pop22} = 'supplemented',,,
decimal,Ne_pop22,What is the effective population size (Ne) for population 22? (POINT ESTIMATE),"If you have a confidence interval include it in next questions. If Ne is not known for this population, type -999",true,,"the Ne can't be negative, and only -999 is accepted if the Ne is not avilable (NA)",${ne_pops_exists} = 'ne_available',. = -999 or . > 0,,
decimal,NeLower_pop22,"If available, which is the lower limit of the Ne confidence interval for population 22?","If not available, type -999",false,,Ne lower bound can't be negative and has to be lower than Ne. Only -999 is accepted if this value is unknown (NA),${Ne_pop22} != -999 and ${Ne_pop22} != '',(. = -999  or . > 0) and . <= ${Ne_pop22},,
decimal,NeUpper_pop22,"If available, which is the upper limit of the Ne confidence interval for population 22?","If not available, type -999. If infinite, type 999 999 999",false,,Ne upper bound can't be negative and has to be larger than Ne. Only -999 is accepted if this value is unknown (NA),${Ne_pop22} != -999 and ${Ne_pop22} != '',(. = -999 or . > 0) and (. = -999 or . >= ${Ne_pop22} ),,"If the Ne estimate is infinity please use ""999,999,999"" (make sure you use 9 times the number 9)."
text,NeYear_pop22,In what year was the data used to estimate Ne collected for population 22?,"Please state the year when the sampling was done, not when it was published.",true,,,${Ne_pop22} != -999 and ${Ne_pop22} != '',,,
select_one dp0ro30,GeneticMarkers_pop22,What genetic markers were used to estimate Ne for THIS population?,,true,,,${Ne_pop22} != -999 and ${Ne_pop22} != '',,,
text,GeneticMarkersOther_pop22,"If 'Other', please explain.",,false,,,${GeneticMarkers_pop22} = 'other',,,
select_one ry7lu40,MethodNe_pop22,What method was used in calculating Ne for THIS population?,,true,,,${Ne_pop22} != -999 and ${Ne_pop22} != '',,,
text,SourceNe_pop22,Please list all relevant sources reporting on effective population size for THIS population,Please separate each source using a semicolon (;).,true,multiline,,${Ne_pop22} != -999 and ${Ne_pop22} != '',,,
select_one tw2mv60,transboundary_pop22,Is THIS population part of a transboundary population?,"Transboundary refers to its existence in one or more countries, moving across oceans, being migratory, etc.",false,,,${n_extant_populations} >= 22 and ${nc_pops_exists} = 'yes',,,
integer,percent_pop22,What percentage of THIS population is in South Africa?,Please record a number between 0-100 (use whole numbers). Enter -999 if the percentage is unknown and cannot be estimated.,false,,,${transboundary_pop22} = 'yes_transboundary',,,
select_one wt5id91,whole_or_part_pop22,"Is the census size estimated for the population as a whole (i.e., across all transboundary countries) or only for the portion within South Africa?",,false,,,${transboundary_pop22} = 'yes_transboundary',,,
select_one uz6tk65,NcType_pop22,"If there is a census population size (Nc) available, is this a range or point estimate?",,true,,,${nc_pops_exists} = 'yes',,,
text,NcYear_pop22,In what year was the Nc estimated for population 22?,"Please state the year when the sampling was done, not when it was published",false,,,${NcType_pop22} != 'unknown',,,
select_one ed5dt93,NcMethod_pop22,How was Nc calculated in THIS population?,,true,,,${nc_pops_exists} = 'yes' and ${NcType_pop22} != 'unknown',,,
select_one gn04r19,NcRange_pop22,Whats the range of the Nc for population 22?,,true,,,${NcType_pop22} = 'Nc_range',,,
text,NcRangeDetails_pop22,If a more detailed range is available please enter it here.,,false,,,${NcRange_pop22} != '' or ${NcType_pop22} = 'Nc_range',,,
integer,NcPoint_pop22,"If known, what is the census population size (Nc) for population 22? (POINT ESTIMATE)",If you have a confidence interval include it in next questions.,true,,"the Nc can't be negative, and only -999 is accepted if the Nc is not avilable (NA)",${NcType_pop22} = 'Nc_point',. = -999 or . > 0,,
decimal,NcLower_pop22,"If available, which is the LOWER limit of the Nc confidence interval for population 22?","This should be the lower value of the 95% Confidence Interval. If that is unavailable, leave this question blank and please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the lower Nc limit can't be negative and has to be lower than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop22} != '',(. = -999 or . > 0) and . < ${NcPoint_pop22},,
decimal,NcUpper_pop22,"If available, which is the UPPER limit of the Nc confidence interval for population 22?","This should be the upper value of the 95% Confidence Interval. If that is unavailable, please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the upper Nc limit can't be negative and has to be larger than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop22} != '',(. = -999 or. > 0) and (. = -999 or . > ${NcPoint_pop22}),,
text,SourceNc_pop22,"Please list all relevant sources of census size information (literature reference, website link, expert consultation) for THIS population",Please separate sources using a semicolon (;),true,multiline,,${nc_pops_exists} = 'yes' and ${NcType_pop22} != 'unknown',,,
text,Comments_pop22,Any additional comments or notes regarding the information that has been provided or why it could not be for population 22?,,false,,,${n_extant_populations} >= 22,,,
end_group,,,,,,,,,,
begin_group,pop23,Population 23,,false,,,(${kobo_tabular} = 'kobo' and ${kobo_tabular} != 'tabular') or ${kobo_tabular} = '' and ${n_extant_populations} >= 23,,,
text,Name_pop23,Population 23 name,"If a name has not been assigned to this population in literature, please provide your own unique name here.",true,,,${n_extant_populations} >= 23,,,
select_one vw6md17,Origin_pop23,What is the origin of population 23?,"You can provide details in the comments section for this population, if needed.",false,,,${n_extant_populations} >= 23,,,
text,IntroductionYear_pop23,"When was the population introduced, translocated, re-introduced or re-inforced?",,false,,,${Origin_pop23} = 'introduced' or ${Origin_pop23} = 'reintroduced' or ${Origin_pop23} = 'supplemented',,,
decimal,Ne_pop23,What is the effective population size (Ne) for population 23? (POINT ESTIMATE),"If you have a confidence interval include it in next questions. If Ne is not known for this population, type -999",true,,"the Ne can't be negative, and only -999 is accepted if the Ne is not avilable (NA)",${ne_pops_exists} = 'ne_available',. = -999 or . > 0,,
decimal,NeLower_pop23,"If available, which is the lower limit of the Ne confidence interval for population 23?","If not available, type -999",false,,Ne lower bound can't be negative and has to be lower than Ne. Only -999 is accepted if this value is unknown (NA),${Ne_pop23} != -999 and ${Ne_pop23} != '',(. = -999  or . > 0) and . <= ${Ne_pop23},,
decimal,NeUpper_pop23,"If available, which is the upper limit of the Ne confidence interval for population 23?","If not available, type -999. If infinite, type 999 999 999",false,,Ne upper bound can't be negative and has to be larger than Ne. Only -999 is accepted if this value is unknown (NA),${Ne_pop23} != -999 and ${Ne_pop23} != '',(. = -999 or . > 0) and (. = -999 or . >= ${Ne_pop23} ),,"If the Ne estimate is infinity please use ""999,999,999"" (make sure you use 9 times the number 9)."
text,NeYear_pop23,In what year was the data used to estimate Ne collected for population 23?,"Please state the year when the sampling was done, not when it was published.",true,,,${Ne_pop23} != -999 and ${Ne_pop23} != '',,,
select_one dp0ro30,GeneticMarkers_pop23,What genetic markers were used to estimate Ne for THIS population?,,true,,,${Ne_pop23} != -999 and ${Ne_pop23} != '',,,
text,GeneticMarkersOther_pop23,"If 'Other', please explain.",,false,,,${GeneticMarkers_pop23} = 'other',,,
select_one ry7lu40,MethodNe_pop23,What method was used in calculating Ne for THIS population?,,true,,,${Ne_pop23} != -999 and ${Ne_pop23} != '',,,
text,SourceNe_pop23,Please list all relevant sources reporting on effective population size for THIS population,Please separate each source using a semicolon (;).,true,multiline,,${Ne_pop23} != -999 and ${Ne_pop23} != '',,,
select_one tw2mv60,transboundary_pop23,Is THIS population part of a transboundary population?,"Transboundary refers to its existence in one or more countries, moving across oceans, being migratory, etc.",false,,,${n_extant_populations} >= 23 and ${nc_pops_exists} = 'yes',,,
integer,percent_pop23,What percentage of THIS population is in South Africa?,Please record a number between 0-100 (use whole numbers). Enter -999 if the percentage is unknown and cannot be estimated.,false,,,${transboundary_pop23} = 'yes_transboundary',,,
select_one wt5id91,whole_or_part_pop23,"Is the census size estimated for the population as a whole (i.e., across all transboundary countries) or only for the portion within South Africa?",,false,,,${transboundary_pop23} = 'yes_transboundary',,,
select_one uz6tk65,NcType_pop23,"If there is a census population size (Nc) available, is this a range or point estimate?",,true,,,${nc_pops_exists} = 'yes',,,
text,NcYear_pop23,In what year was the Nc estimated for population 23?,"Please state the year when the sampling was done, not when it was published",false,,,${NcType_pop23} != 'unknown',,,
select_one ed5dt93,NcMethod_pop23,How was Nc calculated in THIS population?,,true,,,${nc_pops_exists} = 'yes' and ${NcType_pop23} != 'unknown',,,
select_one gn04r19,NcRange_pop23,Whats the range of the Nc for population 23?,,true,,,${NcType_pop23} = 'Nc_range',,,
text,NcRangeDetails_pop23,If a more detailed range is available please enter it here.,,false,,,${NcRange_pop23} != '' or ${NcType_pop23} = 'Nc_range',,,
integer,NcPoint_pop23,"If known, what is the census population size (Nc) for population 23? (POINT ESTIMATE)",If you have a confidence interval include it in next questions.,true,,"the Nc can't be negative, and only -999 is accepted if the Nc is not avilable (NA)",${NcType_pop23} = 'Nc_point',. = -999 or . > 0,,
decimal,NcLower_pop23,"If available, which is the LOWER limit of the Nc confidence interval for population 23?","This should be the lower value of the 95% Confidence Interval. If that is unavailable, leave this question blank and please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the lower Nc limit can't be negative and has to be lower than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop23} != '',(. = -999 or . > 0) and . < ${NcPoint_pop23},,
decimal,NcUpper_pop23,"If available, which is the UPPER limit of the Nc confidence interval for population 23?","This should be the upper value of the 95% Confidence Interval. If that is unavailable, please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the upper Nc limit can't be negative and has to be larger than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop23} != '',(. = -999 or. > 0) and (. = -999 or . > ${NcPoint_pop23}),,
text,SourceNc_pop23,"Please list all relevant sources of census size information (literature reference, website link, expert consultation) for THIS population",Please separate sources using a semicolon (;),true,multiline,,${nc_pops_exists} = 'yes' and ${NcType_pop23} != 'unknown',,,
text,Comments_pop23,Any additional comments or notes regarding the information that has been provided or why it could not be for population 23?,,false,,,${n_extant_populations} >= 23,,,
end_group,,,,,,,,,,
begin_group,pop24,Population 24,,false,,,(${kobo_tabular} = 'kobo' and ${kobo_tabular} != 'tabular') or ${kobo_tabular} = '' and ${n_extant_populations} >= 24,,,
text,Name_pop24,Population 24 name,"If a name has not been assigned to this population in literature, please provide your own unique name here.",true,,,${n_extant_populations} >= 24,,,
select_one vw6md17,Origin_pop24,What is the origin of population 24?,"You can provide details in the comments section for this population, if needed.",false,,,${n_extant_populations} >= 24,,,
text,IntroductionYear_pop24,"When was the population introduced, translocated, re-introduced or re-inforced?",,false,,,${Origin_pop24} = 'introduced' or ${Origin_pop24} = 'reintroduced' or ${Origin_pop24} = 'supplemented',,,
decimal,Ne_pop24,What is the effective population size (Ne) for population 24? (POINT ESTIMATE),"If you have a confidence interval include it in next questions. If Ne is not known for this population, type -999",true,,"the Ne can't be negative, and only -999 is accepted if the Ne is not avilable (NA)",${ne_pops_exists} = 'ne_available',. = -999 or . > 0,,
decimal,NeLower_pop24,"If available, which is the lower limit of the Ne confidence interval for population 24?","If not available, type -999",false,,Ne lower bound can't be negative and has to be lower than Ne. Only -999 is accepted if this value is unknown (NA),${Ne_pop24} != -999 and ${Ne_pop24} != '',(. = -999  or . > 0) and . <= ${Ne_pop24},,
decimal,NeUpper_pop24,"If available, which is the upper limit of the Ne confidence interval for population 24?","If not available, type -999. If infinite, type 999 999 999",false,,Ne upper bound can't be negative and has to be larger than Ne. Only -999 is accepted if this value is unknown (NA),${Ne_pop24} != -999 and ${Ne_pop24} != '',(. = -999 or . > 0) and (. = -999 or . >= ${Ne_pop24} ),,"If the Ne estimate is infinity please use ""999,999,999"" (make sure you use 9 times the number 9)."
text,NeYear_pop24,In what year was the data used to estimate Ne collected for population 24?,"Please state the year when the sampling was done, not when it was published.",true,,,${Ne_pop24} != -999 and ${Ne_pop24} != '',,,
select_one dp0ro30,GeneticMarkers_pop24,What genetic markers were used to estimate Ne for THIS population?,,true,,,${Ne_pop24} != -999 and ${Ne_pop24} != '',,,
text,GeneticMarkersOther_pop24,"If 'Other', please explain.",,false,,,${GeneticMarkers_pop24} = 'other',,,
select_one ry7lu40,MethodNe_pop24,What method was used in calculating Ne for THIS population?,,true,,,${Ne_pop24} != -999 and ${Ne_pop24} != '',,,
text,SourceNe_pop24,Please list all relevant sources reporting on effective population size for THIS population,Please separate each source using a semicolon (;).,true,multiline,,${Ne_pop24} != -999 and ${Ne_pop24} != '',,,
select_one tw2mv60,transboundary_pop24,Is THIS population part of a transboundary population?,"Transboundary refers to its existence in one or more countries, moving across oceans, being migratory, etc.",false,,,${n_extant_populations} >= 24 and ${nc_pops_exists} = 'yes',,,
integer,percent_pop24,What percentage of THIS population is in South Africa?,Please record a number between 0-100 (use whole numbers). Enter -999 if the percentage is unknown and cannot be estimated.,false,,,${transboundary_pop24} = 'yes_transboundary',,,
select_one wt5id91,whole_or_part_pop24,"Is the census size estimated for the population as a whole (i.e., across all transboundary countries) or only for the portion within South Africa?",,false,,,${transboundary_pop24} = 'yes_transboundary',,,
select_one uz6tk65,NcType_pop24,"If there is a census population size (Nc) available, is this a range or point estimate?",,true,,,${nc_pops_exists} = 'yes',,,
text,NcYear_pop24,In what year was the Nc estimated for population 24?,"Please state the year when the sampling was done, not when it was published",false,,,${NcType_pop24} != 'unknown',,,
select_one ed5dt93,NcMethod_pop24,How was Nc calculated in THIS population?,,true,,,${nc_pops_exists} = 'yes' and ${NcType_pop24} != 'unknown',,,
select_one gn04r19,NcRange_pop24,Whats the range of the Nc for population 24?,,true,,,${NcType_pop24} = 'Nc_range',,,
text,NcRangeDetails_pop24,If a more detailed range is available please enter it here.,,false,,,${NcRange_pop24} != '' or ${NcType_pop24} = 'Nc_range',,,
integer,NcPoint_pop24,"If known, what is the census population size (Nc) for population 24? (POINT ESTIMATE)",If you have a confidence interval include it in next questions.,true,,"the Nc can't be negative, and only -999 is accepted if the Nc is not avilable (NA)",${NcType_pop24} = 'Nc_point',. = -999 or . > 0,,
decimal,NcLower_pop24,"If available, which is the LOWER limit of the Nc confidence interval for population 24?","This should be the lower value of the 95% Confidence Interval. If that is unavailable, leave this question blank and please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the lower Nc limit can't be negative and has to be lower than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop24} != '',(. = -999 or . > 0) and . < ${NcPoint_pop24},,
decimal,NcUpper_pop24,"If available, which is the UPPER limit of the Nc confidence interval for population 24?","This should be the upper value of the 95% Confidence Interval. If that is unavailable, please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the upper Nc limit can't be negative and has to be larger than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop24} != '',(. = -999 or. > 0) and (. = -999 or . > ${NcPoint_pop24}),,
text,SourceNc_pop24,"Please list all relevant sources of census size information (literature reference, website link, expert consultation) for THIS population",Please separate sources using a semicolon (;),true,multiline,,${nc_pops_exists} = 'yes' and ${NcType_pop24} != 'unknown',,,
text,Comments_pop24,Any additional comments or notes regarding the information that has been provided or why it could not be for population 24?,,false,,,${n_extant_populations} >= 24,,,
end_group,,,,,,,,,,
begin_group,pop25,Population 25,,false,,,(${kobo_tabular} = 'kobo' and ${kobo_tabular} != 'tabular') or ${kobo_tabular} = '' and ${n_extant_populations} >= 25,,,
text,Name_pop25,Population 25 name,"If a name has not been assigned to this population in literature, please provide your own unique name here.",true,,,${n_extant_populations} >= 25,,,
select_one vw6md17,Origin_pop25,What is the origin of population 25?,"You can provide details in the comments section for this population, if needed.",false,,,${n_extant_populations} >= 25,,,
text,IntroductionYear_pop25,"When was the population introduced, translocated, re-introduced or re-inforced?",,false,,,${Origin_pop25} = 'introduced' or ${Origin_pop25} = 'reintroduced' or ${Origin_pop25} = 'supplemented',,,
decimal,Ne_pop25,What is the effective population size (Ne) for population 25? (POINT ESTIMATE),"If you have a confidence interval include it in next questions. If Ne is not known for this population, type -999",true,,"the Ne can't be negative, and only -999 is accepted if the Ne is not avilable (NA)",${ne_pops_exists} = 'ne_available',. = -999 or . > 0,,
decimal,NeLower_pop25,"If available, which is the lower limit of the Ne confidence interval for population 25?","If not available, type -999",false,,Ne lower bound can't be negative and has to be lower than Ne. Only -999 is accepted if this value is unknown (NA),${Ne_pop25} != -999 and ${Ne_pop25} != '',(. = -999  or . > 0) and . <= ${Ne_pop25},,
decimal,NeUpper_pop25,"If available, which is the upper limit of the Ne confidence interval for population 25?","If not available, type -999. If infinite, type 999 999 999",false,,Ne upper bound can't be negative and has to be larger than Ne. Only -999 is accepted if this value is unknown (NA),${Ne_pop25} != -999 and ${Ne_pop25} != '',(. = -999 or . > 0) and (. = -999 or . >= ${Ne_pop25} ),,"If the Ne estimate is infinity please use ""999,999,999"" (make sure you use 9 times the number 9)."
text,NeYear_pop25,In what year was the data used to estimate Ne collected for population 25?,"Please state the year when the sampling was done, not when it was published.",true,,,${Ne_pop25} != -999 and ${Ne_pop25} != '',,,
select_one dp0ro30,GeneticMarkers_pop25,What genetic markers were used to estimate Ne for THIS population?,,true,,,${Ne_pop25} != -999 and ${Ne_pop25} != '',,,
text,GeneticMarkersOther_pop25,"If 'Other', please explain.",,false,,,${GeneticMarkers_pop25} = 'other',,,
select_one ry7lu40,MethodNe_pop25,What method was used in calculating Ne for THIS population?,,true,,,${Ne_pop25} != -999 and ${Ne_pop25} != '',,,
text,SourceNe_pop25,Please list all relevant sources reporting on effective population size for THIS population,Please separate each source using a semicolon (;).,true,multiline,,${Ne_pop25} != -999 and ${Ne_pop25} != '',,,
select_one tw2mv60,transboundary_pop25,Is THIS population part of a transboundary population?,"Transboundary refers to its existence in one or more countries, moving across oceans, being migratory, etc.",false,,,${n_extant_populations} >= 25 and ${nc_pops_exists} = 'yes',,,
integer,percent_pop25,What percentage of THIS population is in South Africa?,Please record a number between 0-100 (use whole numbers). Enter -999 if the percentage is unknown and cannot be estimated.,false,,,${transboundary_pop25} = 'yes_transboundary',,,
select_one wt5id91,whole_or_part_pop25,"Is the census size estimated for the population as a whole (i.e., across all transboundary countries) or only for the portion within South Africa?",,false,,,${transboundary_pop25} = 'yes_transboundary',,,
select_one uz6tk65,NcType_pop25,"If there is a census population size (Nc) available, is this a range or point estimate?",,true,,,${nc_pops_exists} = 'yes',,,
text,NcYear_pop25,In what year was the Nc estimated for population 25?,"Please state the year when the sampling was done, not when it was published",false,,,${NcType_pop25} != 'unknown',,,
